File	FilterID	FilterOrder	NumInd	NumContigs	NumMonorphicContigs	NumSNPContigs	NumInsContigs	NumDelContigs	NumSNPs	NumIns	NumDel	NumMissingGeno	NumGenoLess10X	NumGeno10-19X	NumGeno20-49X	NumGeno50-99X	NumGeno100-999X	NumGenoGreater999X
MiSeq_CHYA_chyaK.2.1.Fltr041.22.vcf	22	vcf	593	3381		3381	0	0	8255	0	0	1160591	666690	479601	748580	653258	1167907	18588
MiSeq_CHYA_chyaK.2.1.Fltr16.23.recode.vcf	23	recode	532	3381		3381	0	0	8255	0	0	738164	607569	472187	741671	648797	1164684	18588
MiSeq_CHYA_chyaK.2.1.Fltr05.24.recode.vcf	24	recode	532	3046		3046	0	0	7458	0	0	599370	540514	435163	689189	607065	1080865	15490
MiSeq_CHYA_chyaK.2.1.Fltr05.24.recode.Fltr86.rmCONTIGS.25.vcf	24	recode	532	2948		2948	0	0	7232	0	0	572885	522675	422951	671207	591417	1051441	14848
MiSeq_CHYA_chyaK.2.1.Fltr16.26.recode.vcf	26	recode	515	2948		2948	0	0	7232	0	0	493793	493939	418567	667615	588197	1047539	14830
MiSeq_CHYA_chyaK.2.1.Fltr05.27.recode.vcf	27	recode	515	2724		2724	0	0	6619	0	0	409756	448982	389373	624733	550841	971935	13165
MiSeq_CHYA_chyaK.2.1.Fltr05.27.recode.Fltr86.rmCONTIGS.28.vcf	27	recode	515	2657		2657	0	0	6475	0	0	394593	438526	381973	613915	540997	951830	12791
MiSeq_CHYA_chyaK.2.1.Fltr16.29.recode.vcf	29	recode	497	2657		2657	0	0	6475	0	0	333167	407163	372672	608450	537208	946650	12765
MiSeq_CHYA_chyaK.2.1.Fltr05.30.recode.vcf	30	recode	497	2424		2424	0	0	5853	0	0	265969	360687	341778	563449	498425	867540	11093
MiSeq_CHYA_chyaK.2.1.Fltr05.30.recode.Fltr86.rmCONTIGS.31.vcf	30	recode	497	2352		2352	0	0	5705	0	0	255479	349189	333022	550877	487700	848405	10713
MiSeq_CHYA_chyaK.2.1.Fltr16.32.recode.vcf	32	recode	488	2352		2352	0	0	5705	0	0	232776	331532	326924	547791	486694	847621	10702
MiSeq_CHYA_chyaK.2.1.Fltr05.33.recode.vcf	33	recode	488	2027		2027	0	0	4875	0	0	163576	276632	285884	484383	429584	730309	8632
MiSeq_CHYA_chyaK.2.1.Fltr05.33.recode.Fltr86.rmCONTIGS.34.vcf	33	recode	488	1941		1941	0	0	4667	0	0	153357	263836	273717	464794	412595	700894	8303
MiSeq_CHYA_chyaK.2.1.Fltr16.35.recode.vcf	35	recode	472	1941		1941	0	0	4667	0	0	127805	239797	263501	458625	409792	695146	8158
MiSeq_CHYA_chyaK.2.1.Fltr01.36.recode.vcf	36	recode	472	1941		1941	0	0	4667	0	0	127805	239797	263501	458625	409792	695146	8158
MiSeq_CHYA_chyaK.2.1.Fltr21.37.MostInformativeSNP.vcf	37	MostInformativeSNP	472	1941		1941	0	0	1941	0	0	52988	100332	109336	190092	170880	289174	3350
