File	FilterID	FilterOrder	NumInd	NumContigs	NumMonorphicContigs	NumSNPContigs	NumInsContigs	NumDelContigs	NumSNPs	NumIns	NumDel	NumMissingGeno	NumGenoLess10X	NumGeno10-19X	NumGeno20-49X	NumGeno50-99X	NumGeno100-999X	NumGenoGreater999X
MiSeq_CHYA_chyaJ.2.1.Fltr05.27.recode.vcf	27	recode	524	756		756	0	0	1667	0	0	95894	86884	73527	126993	137117	346787	6306
MiSeq_CHYA_chyaJ.2.1.Fltr05.27.recode.Fltr86.rmCONTIGS.28.vcf	27	recode	524	748		748	0	0	1655	0	0	94353	86148	72981	126289	136567	344653	6229
MiSeq_CHYA_chyaJ.2.1.Fltr16.29.recode.vcf	29	recode	507	748		748	0	0	1655	0	0	79149	77441	70515	125098	136211	344445	6226
MiSeq_CHYA_chyaJ.2.1.Fltr05.30.recode.vcf	30	recode	507	702		702	0	0	1535	0	0	66083	69529	65084	117937	129759	324278	5575
MiSeq_CHYA_chyaJ.2.1.Fltr05.30.recode.Fltr86.rmCONTIGS.31.vcf	30	recode	507	691		691	0	0	1516	0	0	64241	67917	64236	116820	128769	321191	5438
MiSeq_CHYA_chyaJ.2.1.Fltr16.32.recode.vcf	32	recode	491	691		691	0	0	1516	0	0	53519	61300	61763	115153	127395	319792	5434
MiSeq_CHYA_chyaJ.2.1.Fltr05.33.recode.vcf	33	recode	491	597		597	0	0	1290	0	0	35098	47911	52214	101254	114354	278203	4356
MiSeq_CHYA_chyaJ.2.1.Fltr05.33.recode.Fltr86.rmCONTIGS.34.vcf	33	recode	491	588		588	0	0	1272	0	0	33914	46919	51550	100041	113179	274659	4290
MiSeq_CHYA_chyaJ.2.1.Fltr16.35.recode.vcf	35	recode	483	588		588	0	0	1272	0	0	30334	44190	50433	99086	112507	273546	4280
MiSeq_CHYA_chyaJ.2.1.Fltr01.36.recode.vcf	36	recode	483	588		588	0	0	1272	0	0	30334	44190	50433	99086	112507	273546	4280
MiSeq_CHYA_chyaJ.2.1.Fltr21.37.MostInformativeSNP.vcf	37	MostInformativeSNP	483	588		588	0	0	588	0	0	14155	20392	23152	45818	52588	125943	1956
