File	FilterID	FilterOrder	NumInd	NumContigs	NumMonorphicContigs	NumSNPContigs	NumInsContigs	NumDelContigs	NumSNPs	NumIns	NumDel	NumMissingGeno	NumGenoLess10X	NumGeno10-19X	NumGeno20-49X	NumGeno50-99X	NumGeno100-999X	NumGenoGreater999X
MiSeq_CHYA_chyaL.2.1.Fltr16.26.recode.vcf	26	recode	519	2037		2037	0	0	16364	0	0	1008439	1116437	964697	1564924	1389481	2416614	32324
MiSeq_CHYA_chyaL.2.1.Fltr05.27.recode.vcf	27	recode	519	1927		1927	0	0	15427	0	0	879877	1045924	920951	1497670	1331984	2300761	29446
MiSeq_CHYA_chyaL.2.1.Fltr05.27.recode.Fltr86.rmCONTIGS.28.vcf	27	recode	519	1854		1854	0	0	14839	0	0	825600	1003240	888714	1445399	1288357	2222369	27762
MiSeq_CHYA_chyaL.2.1.Fltr16.29.recode.vcf	29	recode	503	1854		1854	0	0	14839	0	0	696892	942728	874300	1434426	1278294	2209655	27722
MiSeq_CHYA_chyaL.2.1.Fltr05.30.recode.vcf	30	recode	503	1747		1747	0	0	13917	0	0	597225	873556	828438	1368814	1221005	2085674	25539
MiSeq_CHYA_chyaL.2.1.Fltr05.30.recode.Fltr86.rmCONTIGS.31.vcf	30	recode	503	1667		1667	0	0	13389	0	0	559437	839023	800792	1322939	1178989	2009139	24348
MiSeq_CHYA_chyaL.2.1.Fltr16.32.recode.vcf	32	recode	491	1667		1667	0	0	13389	0	0	486920	781760	783652	1313480	1176083	2007771	24333
MiSeq_CHYA_chyaL.2.1.Fltr05.33.recode.vcf	33	recode	491	1532		1532	0	0	12126	0	0	383774	692182	720088	1215652	1088264	1832455	21451
MiSeq_CHYA_chyaL.2.1.Fltr05.33.recode.Fltr86.rmCONTIGS.34.vcf	33	recode	491	1436		1436	0	0	11452	0	0	349261	646625	680340	1154762	1034715	1737157	20072
MiSeq_CHYA_chyaL.2.1.Fltr16.35.recode.vcf	35	recode	475	1436		1436	0	0	11452	0	0	284878	585928	654952	1142779	1028469	1722790	19904
MiSeq_CHYA_chyaL.2.1.Fltr01.36.recode.vcf	36	recode	475	1436		1436	0	0	11452	0	0	284878	585928	654952	1142779	1028469	1722790	19904
MiSeq_CHYA_chyaL.2.1.Fltr21.37.MostInformativeSNP.vcf	37	MostInformativeSNP	475	1436		1436	0	0	1436	0	0	35402	74868	82849	142228	127744	216568	2441
